#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Nov 25 15:02:18 EST 2019,25,25,Assignment4Suite,ClassRegistryA4Provided+ ClassRegistryProvided+ LoadLispChecker+ MainClassProvided+ OperationRegistryProvided+ SExpressionClassProvided+ TestLispFileProvided+ , ,A4EarlyJoinBasicJoinerTester- A4LateJoinBasicJoinerTester- CurriedNumAtomChecker- CurriedToStringChecker- CurryFreeVariablesChecker1- CurryableTraverseChecker1- CurryableTraverseChecker2- DistributedBasicTest- EagerBasicListChecker- FunFreeVariablesChecker1- FunFreeVariablesChecker2- ImmmutableJoinerClassProvided- MutableJoinerClassProvided- QuotedSymbolChecker1- QuotedSymbolChecker2- QuotedSymbolChecker3- ThreadPoolClassProvided- ThreadPoolWorkerClassProvided- , ,
1,Tue Nov 26 15:49:19 EST 2019,22,-3,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurriedNumAtomChecker CurriedToStringChecker CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided LoadLispChecker- MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
2,Tue Nov 26 16:40:37 EST 2019,33,11,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker+ CurriedToStringChecker+ LoadLispChecker+ MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
3,Tue Nov 26 17:50:55 EST 2019,33,0,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided LoadLispChecker- MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
4,Tue Nov 26 17:53:43 EST 2019,33,0,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
5,Tue Nov 26 17:54:31 EST 2019,33,0,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided LoadLispChecker- MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
6,Tue Nov 26 21:18:20 EST 2019,33,0,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided LoadLispChecker MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
7,Tue Nov 26 21:19:12 EST 2019,33,0,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided LoadLispChecker MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
8,Tue Nov 26 21:29:06 EST 2019,33,0,Assignment4Suite,ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4EarlyJoinBasicJoinerTester A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 ImmmutableJoinerClassProvided LoadLispChecker MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
9,Tue Nov 26 21:31:47 EST 2019,40,7,Assignment4Suite,A4EarlyJoinBasicJoinerTester+ ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided+ LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
10,Tue Nov 26 21:32:40 EST 2019,40,0,Assignment4Suite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided LoadLispChecker MainClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker MutableJoinerClassProvided QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
11,Tue Nov 26 21:34:54 EST 2019,44,4,Assignment4Suite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided LoadLispChecker MainClassProvided MutableJoinerClassProvided+ OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
12,Tue Nov 26 21:35:00 EST 2019,44,0,A4CurrySuite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided LoadLispChecker MainClassProvided MutableJoinerClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
13,Tue Nov 26 21:40:17 EST 2019,44,0,Assignment4Suite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided LoadLispChecker MainClassProvided MutableJoinerClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
14,Wed Nov 27 19:38:15 EST 2019,44,3,Assignment4Suite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided LoadFile+ LoadLispChecker MainClassProvided MutableJoinerClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableFunctionChecker- CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
15,Wed Nov 27 20:20:23 EST 2019,44,0,Assignment4Suite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided LoadFile LoadLispChecker MainClassProvided MutableJoinerClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableFunctionChecker CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
16,Wed Nov 27 20:27:14 EST 2019,44,0,Assignment4Suite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker ImmmutableJoinerClassProvided LoadFile LoadLispChecker MainClassProvided MutableJoinerClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableFunctionChecker CurryableTraverseChecker1 CurryableTraverseChecker2 DistributedBasicTest EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
17,Wed Nov 27 20:30:12 EST 2019,48,4,Assignment4Suite,A4EarlyJoinBasicJoinerTester ClassRegistryA4Provided ClassRegistryProvided CurriedNumAtomChecker CurriedToStringChecker DistributedBasicTest+ ImmmutableJoinerClassProvided LoadFile LoadLispChecker MainClassProvided MutableJoinerClassProvided OperationRegistryProvided SExpressionClassProvided TestLispFileProvided , ,A4LateJoinBasicJoinerTester CurryFreeVariablesChecker1 CurryableFunctionChecker CurryableTraverseChecker1 CurryableTraverseChecker2 EagerBasicListChecker FunFreeVariablesChecker1 FunFreeVariablesChecker2 LoadLispChecker QuotedSymbolChecker1 QuotedSymbolChecker2 QuotedSymbolChecker3 ThreadPoolClassProvided ThreadPoolWorkerClassProvided , ,
